Outcome long,,,0.34,0.54,0.16,0.01,-0.06,-0.16,0.32,0.41,0.1,0.01,0.17
,,,,,,,,,,,,,
Overvaluation (FCF),,113%,128%,96%,90%,141%,130%,125%,104%,106%,109%,75%,74%
Overvaluation (Earnings),140%,119%,114%,80%,64%,118%,122%,123%,99%,102%,107%,68%,68%
FCF/PRICE,23.28,27.46,28.71,35.78,44.74,27.63,27.47,22.42,28.81,27.13,26.02,38.94,43.89
P/E,22.74,18.77,19.09,13.5,12.99,18.09,15.68,14.71,12.45,14.16,14.73,9.4,9.33
Market cap,11.03,10.77,11.37,7.34,5.51,10.94,12.12,14.07,12.92,14.47,13,7.51,6.92
ROIC,1.96,2.54,3.31,1.15,1.12,-10.51,-17.31,16.82,2.4,2.79,13.7,7.03,8.55
Price,37.52,36.04,39.89,28.34,21.3,41.61,48.15,59.74,56.75,67.82,74.66,47.95,45.52
Outcome short,,-0.04,0.11,-0.29,-0.25,0.95,0.16,0.24,-0.05,0.2,0.1,-0.36,-0.05
Outcome long,,,0.06,-0.21,-0.47,0.47,1.26,0.44,0.18,0.14,0.32,-0.29,-0.39
,,,,,,,,,,,,,
Overvaluation (FCF),120%,92%,157%,117%,70%,55%,54%,56%,62%,78%,83%,,
Overvaluation (Earnings),97%,92%,90%,63%,62%,65%,87%,99%,100%,124%,112%,103%,112%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,15.02,13.97,15.63,9.77,10.13,22.06,22.66,13.75,10.78,17.04,14.3,14.77,16.54
Market cap,23.14,22.76,23.79,16.74,15.17,17.5,18.26,17.55,20.37,26.37,28.03,29.5,36.23
ROIC,0.34,0.42,0.22,0.12,0.21,0.16,1.37,0.66,0.37,0.9,1.53,0,0
Price,42.05,41.91,43.93,30.67,27.46,25.37,26.29,25.17,29.11,37.32,38.89,37.81,44.65
Outcome short,,0,0.05,-0.3,-0.1,-0.08,0.04,-0.04,0.16,0.28,0.04,-0.03,0.18
Outcome long,,,0.04,-0.27,-0.37,-0.17,-0.04,-0.01,0.11,0.48,0.34,0.01,0.15
,,,,,,,,,,,,,
Overvaluation (FCF),116%,140%,108%,94%,67%,78%,81%,43%,28%,41%,77%,69%,114%
Overvaluation (Earnings),155%,157%,116%,91%,62%,77%,73%,54%,36%,80%,95%,87%,130%
FCF/PRICE,137.71,112.44,135.56,157.38,292.68,245.97,268.7,358.5,664.82,315.89,220.94,247.94,175.31
P/E,18.37,23.73,16.66,13.79,12.06,11.77,10.47,-7.55,,15.39,10.09,10.91,14.12
Market cap,17.74,26.13,22.34,17.66,12.19,15.29,12.66,9.25,6.09,8.18,12.37,9.04,14.78
ROIC,72.35,7.34,2.42,1.35,0.83,1.16,2.21,-3.13,-0.76,-1.35,-3.36,-7.15,-11.49
Price,36.01,53.86,46.48,43.01,28.82,36.5,32.24,24.7,16.26,23.54,35.2,27.93,46.58
Outcome short,,0.5,-0.14,-0.07,-0.33,0.27,-0.12,-0.23,-0.34,0.45,0.5,-0.21,0.67
Outcome long,,,0.29,-0.2,-0.38,-0.15,0.12,-0.32,-0.5,-0.05,1.16,0.19,0.32
,,,,,,,,,,,,,
Overvaluation (FCF),195%,173%,213%,184%,134%,102%,103%,82%,86%,99%,116%,125%,168%
Overvaluation (Earnings),173%,141%,155%,152%,112%,94%,101%,93%,98%,115%,148%,210%,239%
FCF/PRICE,6.1,9.72,3.49,2.97,3.24,3.62,4.33,10.71,4.58,4.38,3.69,6.66,4.12
P/E,22.69,21.13,32.54,24.69,20.8,16.93,17.25,23.17,15.87,15.96,44.31,107.03,31.73
Market cap,6.7,6.86,8.56,9.5,8.36,7.47,7.8,7.23,7.99,10.37,12.48,13.96,15.63
ROIC,1.72,36.45,1.85,1.32,3.51,4.44,4.71,3.73,2.63,2.29,2.97,-3.38,-20.16
Price,63.98,65.92,82.97,94.8,84.26,77.9,91.77,85.5,97.74,133.94,166.62,189.44,212.61
Outcome short,,0.03,0.26,0.14,-0.11,-0.08,0.18,-0.07,0.14,0.37,0.24,0.14,0.12
Outcome long,,,0.3,0.44,0.02,-0.18,0.09,0.1,0.07,0.57,0.7,0.41,0.28
,,,,,,,,,,,,,
Overvaluation (FCF),113%,149%,175%,152%,117%,112%,107%,102%,119%,125%,143%,193%,185%
Overvaluation (Earnings),130%,149%,143%,120%,90%,85%,82%,84%,101%,111%,145%,226%,248%
FCF/PRICE,24.78,22.31,18.02,17.65,25.48,22.56,24.87,25.18,21.3,19.64,33.02, -   ,24.72
P/E,18.93,24.12,23.51,18,13.98,13.5,13.05,14.05,15.41,19,39.6,40.03,37.85
Market cap,12.99,17.35,20.01,19.51,16.54,17.03,15.75,15.47,19.4,21.84,27.95,38.27,36.12
ROIC,-7.79,12.24,1.46,1.73,6.79,4.13,2.23,3.49,9.22,12.93,0.25,-0.29,-1.33
Price,52.43,70.67,82.05,80.26,69.75,74.1,73.32,78.56,100.02,113.81,132.66,179.73,170.69
Outcome short,,0.35,0.16,-0.02,-0.13,0.06,-0.01,0.07,0.27,0.14,0.17,0.35,-0.05
Outcome long,,,0.56,0.14,-0.15,-0.08,0.05,0.06,0.36,0.45,0.33,0.58,0.29
,,,,,,,,,,,,,
Overvaluation (FCF),182%,174%,166%,96%,118%,115%,99%,121%,137%,122%,75%,77%,89%
Overvaluation (Earnings),164%,159%,142%,83%,94%,99%,83%,96%,109%,106%,73%,77%,92%
FCF/PRICE,30.44,53.07,33.78,31.85,21.64,28.25,64.47,40.72,34.47,14.27,20.34,19.55,17.68
P/E,20.69,21.76,18.14,13.22,26.13,16.89,11.11,13.99,15,14.41,11.33,12.1,13.37
Market cap,21.22,26.78,31.3,20.52,23.07,23.94,20.82,26.54,31.89,34.02,22.49,20.49,22.37
ROIC,3.97,-3.24,-33.8,3.38,18.36,225.75,-46.57,-5.25,-10.66,7.01,68.59,-9.61,-18.45
Price,27.99,35.25,42.5,29.38,33.53,35.63,31.88,41.69,50.55,54.61,37.26,35.57,39.32
Outcome short,,0.26,0.21,-0.31,0.14,0.06,-0.11,0.31,0.21,0.08,-0.32,-0.05,0.11
Outcome long,,,0.52,-0.17,-0.21,0.21,-0.05,0.17,0.59,0.31,-0.26,-0.35,0.06
,,,,,,,,,,,,,
Overvaluation (FCF),146%,162%,133%,122%,97%,111%,125%,141%,176%,221%,223%,240%,239%
Overvaluation (Earnings),133%,159%,118%,111%,88%,101%,111%,124%,141%,170%,159%,139%,117%
FCF/PRICE,43.11,28.64,79,54.24,53.94,28.16,29.52,14.04,13.42,12.51,21.23,16.42,18.72
P/E,22.06,28.71,20.37,19.09,16.2,19.26,18.42,24.29,25.64,29.32,28.11,18.45,17.95
Market cap,6.77,9.14,7.88,8.2,6.98,8.55,10.42,12.27,15.07,19.15,18.83,19.05,18.42
ROIC,10.06,-2.17,7.57,1.31,2.52,4.66,10.28,11.08,2.68,3.81,-16.21,59.04,2.34
Price,14.8,19.87,17.05,18.14,15.5,19.39,23.95,28.78,35.25,44.86,45.12,48.16,46.68
Outcome short,,0.34,-0.14,0.06,-0.15,0.25,0.24,0.2,0.22,0.27,0.01,0.07,-0.03
Outcome long,,,0.15,-0.09,-0.09,0.07,0.55,0.48,0.47,0.56,0.28,0.07,0.03
,,,,,,,,,,,,,
Overvaluation (FCF),150%,210%,246%,287%,124%,189%,308%,335%,,133%,101%,87%,80%
Overvaluation (Earnings),,179%,145%,121%,46%,71%,117%,121%,96%,130%,121%,103%,124%
FCF/PRICE,28.83,22.39,21.72,19.95,78.3,39.85,54.91,72,100.95,82.84,82.7,60.13,35.94
P/E,27.01,23.65,10.27,17.15,6.05,29.76,27.75,12.25,13.75,22.37,14.3,-10.28,-8.08
Market cap,14.36,20.76,23.88,25.58,9.86,12.63,24.7,21.26,18.01,24.2,24.33,20.17,26.16
ROIC,10.88,1.71,0.82,0.33,0.23,0.78,-0.02,-0.12,-0.78,-0.57,1.29,-1.03,-0.64
Price,42.67,60.78,74.66,81.1,32.07,40.48,57.17,48.64,40.85,55.26,56.07,46.15,61.88
Outcome short,,0.42,0.23,0.09,-0.6,0.26,0.41,-0.15,-0.16,0.35,0.01,-0.18,0.34
Outcome long,,,0.75,0.33,-0.57,-0.5,0.78,0.2,-0.29,0.14,0.37,-0.16,0.1
,,,,,,,,,,,,,
Overvaluation (FCF),,,,126%,107%,104%,107%,144%,149%,273%,241%,159%,135%
Overvaluation (Earnings),,,,,189%,146%,138%,163%,179%,272%,241%,159%,126%
FCF/PRICE,18.93,13.2,11.85,38.46,19.38,13.36,15.66,8.3,11.32,6.29,6.53,8.41,8.19
P/E,951.57,96.34,78.08,28.6,17.97,15.97,17.02,21.84,25.41,35.8,27.44,19.97,17.24
Market cap,22.88,15.39,16.63,16.83,13.72,14.71,16.13,26.65,34.63,66.07,79.62,66.97,66.4
ROIC,0.04,-0.43,-2.5,-1.16,-3.12,2.23,-9.62,-30.52,4.93,0.81,0.89,0.99,1.78
Price,66.61,45.28,49.19,56.92,47.63,53.5,67.05,110.05,146.37,279.57,339.45,306.35,305.2
Outcome short,,-0.32,0.09,0.16,-0.16,0.12,0.25,0.64,0.33,0.91,0.21,-0.1,0
Outcome long,,,-0.26,0.26,-0.03,-0.06,0.41,1.06,1.18,1.54,1.32,0.1,-0.1
,,,,,,,,,,,,,
Overvaluation (FCF),67%,62%,98%,117%,92%,100%,113%,78%,129%,229%,169%,137%,175%
Overvaluation (Earnings),108%,97%,92%,106%,64%,74%,84%,59%,83%,113%,128%,116%,114%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,18.06,15.69,9.99,22.37,23.61,-24.11,14.66,9.81,14.86,20.2,18.87,15.21,16.09
Market cap,26,24.57,29.76,55.88,32.51,33.78,37.49,24.08,29.9,39.91,45.37,44.74,50.19
ROIC,0.58,0.57,0.58,0.06,0.07,0.67,1.02,0.08,0.06,0.03,0.13,0.31,-0.74
Price,33.42,31.85,39.37,48.76,28.33,27.97,30.2,19.91,25.7,34.94,40.57,41.22,47.47
Outcome short,,-0.05,0.24,0.24,-0.42,-0.01,0.08,-0.34,0.29,0.36,0.16,0.02,0.15
Outcome long,,,0.18,0.53,-0.28,-0.43,0.07,-0.29,-0.15,0.75,0.58,0.18,0.17
,,,,,,,,,,,,,
Overvaluation (FCF),181%,219%,195%,262%,106%,142%,94%,86%,91%,126%,133%,115%,142%
Overvaluation (Earnings),194%,223%,263%,256%,129%,183%,129%,101%,102%,136%,128%,109%,111%
FCF/PRICE, -   , -   , -   , -   ,12.48,21.8,14.4,13.62,13.07,8.95,8.11,8.92,7.59
P/E,35.6,30.99,39.25,28.79,23.21,38,18.06,14.41,14.99,18.76,18.57,17.21,19.65
Market cap,4.92,6.94,17.68,25.43,15.85,43.84,36.44,31.78,35.62,53.39,59.68,56.39,61.15
ROIC,6.38,0.8,0.06,0.07,-0.95,0.02,0.04,1.13,0.34,0.21,0.23,2.67,-0.62
Price,77.26,108.48,151.9,216.8,134.15,232.2,190.58,178.24,206.71,316.47,357.56,340.52,373.67
Outcome short,,0.4,0.4,0.43,-0.38,0.73,-0.18,-0.06,0.16,0.53,0.13,-0.05,0.1
Outcome long,,,0.97,1,-0.12,0.07,0.42,-0.23,0.08,0.78,0.73,0.08,0.05
,,,,,,,,,,,,,
Overvaluation (FCF),140%,114%,140%,149%,123%,119%,152%,119%,123%,121%,137%,133%,133%
Overvaluation (Earnings),140%,102%,103%,102%,88%,99%,116%,108%,126%,133%,157%,176%,195%
FCF/PRICE,45.31,59.21,66.71,67.25,89.54,55.33,40.65,51.98,37.67,37.31,29.44,29.45,38.2
P/E,16.6,16.02,13.89,16.42,12.61,12.67,13.35,13.58,17.9,18.92,20.66,36.55,36
Market cap,4.96,4.14,4.54,4.39,3.93,4.86,5.86,5.73,6.7,7.34,9.34,10.27,13.47
ROIC,1.8,-17.55,0.77,0.61,-15.17,2.78,0.89,2.27,3.69,7.06,-5.94,0.84,0.06
Price,21.99,19.86,21.8,22.5,20.8,25.85,34.03,35.71,44.75,51.66,68.17,72.73,77.05
Outcome short,,-0.1,0.1,0.03,-0.08,0.24,0.32,0.05,0.25,0.15,0.32,0.07,0.06
Outcome long,,,-0.01,0.13,-0.05,0.15,0.64,0.38,0.32,0.45,0.52,0.41,0.13
,,,,,,,,,,,,,
Overvaluation (FCF),80%,90%,138%,136%,106%,102%,87%,100%,76%,132%,167%,290%,332%
Overvaluation (Earnings),98%,90%,114%,111%,86%,60%,60%,77%,102%,183%,296%,382%,301%
FCF/PRICE,384.19,299.83,246.81,325.94,288.6,250.02,254.49,220.77,254.03,234.05,143.33,116.54,157.88
P/E,21.17,15.12,32.49,24.33,8.87,4.73,14.79,16.31,28.09,34.51,49.19,73.97,28.49
Market cap,49.88,44.97,51.64,52.35,46.03,43.15,44.99,59.38,53.12,87.22,97.58,114.26,95.23
ROIC,8.13,5.82,2.43,-31.97,-11.47,9.58,4.03,43.03,1.93,2.68,-1.73,-3.07,3.44
Price,25.62,22.98,26.32,26.52,23.25,25.25,26.48,35.24,32.59,53.15,59.03,68.79,56.98
Outcome short,,-0.1,0.15,0.01,-0.12,0.09,0.05,0.33,-0.08,0.63,0.11,0.17,-0.17
Outcome long,,,0.03,0.15,-0.12,-0.05,0.14,0.4,0.23,0.51,0.81,0.29,-0.03
,,,,,,,,,,,,,
Overvaluation (FCF),100%,99%,131%,161%,119%,111%,122%,101%,112%,126%,146%,118%,130%
Overvaluation (Earnings),145%,121%,123%,130%,97%,101%,123%,107%,116%,126%,134%,104%,111%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,18.54,15.9,15.39,16.62,29.91,18.98,15.16,18.42,14.99,15.01,18.63,13.51,16.76
Market cap,135.47,135.64,169.7,219.91,149.39,152.48,198.05,188.93,221.06,292.36,370.02,325.49,390.08
ROIC,0.31,0.75,0.32,0.27,0.94,0.97,0.27,0.37,0.64,0.43,0.45,0.73,0.65
Price,58.72,58.71,73.32,94.72,64.28,65.72,80.11,76.3,89.7,118.56,150.15,132.04,158.18
Outcome short,,0,0.25,0.29,-0.32,0.02,0.22,-0.05,0.18,0.32,0.27,-0.12,0.2
Outcome long,,,0.25,0.61,-0.12,-0.31,0.25,0.16,0.12,0.55,0.67,0.11,0.05
,,,,,,,,,,,,,
Overvaluation (FCF),262%,186%,111%,100%,69%,126%,125%,117%,101%,163%,156%,234%,298%
Overvaluation (Earnings),254%,156%,102%,74%,,,,100%,107%,225%,,,1914%
FCF/PRICE,73.28,60.39,155.47,279.45,417.7,335.78,344.65,338.39,309.25,151.75,214.79,131.78,142.6
P/E,28.67,32.65,-6.11,-35.24,-5.69,-13.24,-10.81,18.41,-1.98,-133.56,-147.22,-102.44,352.5
Market cap,29.7,20.09,25.43,17.34,11.62,13.6,11.51,7.74,7.77,15.89,17.59,24.83,28.8
ROIC,4.08,1.2,0.16,0.13,-0.65,-0.36,-0.47,-0.59,-0.44,-0.56,-1.85,2.61,2.23
Price,35.55,24.49,17.18,11.63,7.74,9,7.57,5.34,5.73,12.02,13.25,18.44,21.15
Outcome short,,-0.31,-0.3,-0.32,-0.33,0.16,-0.16,-0.29,0.07,1.1,0.1,0.39,0.15
Outcome long,,,-0.52,-0.53,-0.55,-0.23,-0.02,-0.41,-0.24,1.25,1.31,0.53,0.6
,,,,,,,,,,,,,
Overvaluation (FCF),162%,151%,125%,171%,89%,133%,278%,184%,161%,213%,198%,172%,124%
Overvaluation (Earnings),128%,123%,112%,165%,70%,142%,234%,150%,127%,160%,125%,89%,75%
FCF/PRICE,49.03,74.02,70.11,43.76,114.78,62.99,38.48,59.79,44.77,29.04,39.46,54.53,68.53
P/E,14.03,14.53,16.13,20.22,-70.26,144.43,23.57,14.36,17.13,20.71,19.21,16.01,14.5
Market cap,3.05,3.46,3.41,5.75,2.52,3.88,8.13,6.92,8.28,12.74,12.44,9.48,7.6
ROIC,1.03,1.72,0.75,0.76,-6.75,-1.97,1.12,2.64,2.84,1.65,5.62,0.53,0.57
Price,13.54,15.16,14.76,24.77,10.89,16.61,36.18,31.87,35.81,55.91,54.95,43.23,35.68
Outcome short,,0.12,-0.03,0.68,-0.56,0.53,1.18,-0.12,0.12,0.56,-0.02,-0.21,-0.17
Outcome long,,,0.09,0.63,-0.26,-0.33,2.32,0.92,-0.01,0.75,0.53,-0.23,-0.35
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,,,
Overvaluation (Earnings),113%,124%,141%,86%,60%,89%,290%,314%,418%,222%,288%,257%,258%
FCF/PRICE, -   , -   , -   ,12.47,7.93,5.62,3.54,3.17,3.61,8.64,10.02,6.21,9.33
P/E,24.78,19.2,15,8.39,63.22,38.11,75.53,53.55,55.11,20.65,45.47,34.28,38.31
Market cap,7.13,8.35,13.15,10.97,6.64,9.31,12.07,14.75,16.04,15.35,19.7,19.59,18.91
ROIC,-1.72,2.63,0.79,4.4,-0.5,-0.15,-0.07,0.01,-0.61,-0.2,-0.33,0.51,0.78
Price,64.67,74.13,111.88,91.81,55,67.07,86.1,99.6,105.81,100.37,128.69,127.54,122.99
Outcome short,,0.15,0.51,-0.18,-0.4,0.22,0.28,0.16,0.06,-0.05,0.28,-0.01,-0.04
Outcome long,,,0.73,0.24,-0.51,-0.27,0.57,0.49,0.23,0.01,0.22,0.27,-0.04
,,,,,,,,,,,,,
Overvaluation (FCF),89%,,,,4%,4%,10%,34%,49%,96%,109%,91%,115%
Overvaluation (Earnings),98%,88%,92%,60%,16%,20%,59%,53%,97%,121%,126%,100%,106%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,14.78,10.22,12.92,40.89,-1.19,-4.14,13.36,7.25,16.21,12.01,24.6,9.58,12.34
Market cap,250.28,250.26,273.6,161.25,38.06,94.28,137.45,76.93,119.82,157.85,163.62,152.83,161.81
ROIC,0.02,-0.1,-0.02,0,1.69,-0.11,-2.87,2.19,-2.14,19.36,-4.82,-0.89,-4.2
Price,481.8,485.3,557,294.4,67.1,33.1,47.3,26.31,39.56,52.11,54.11,51.75,56.78
Outcome short,,0.01,0.15,-0.47,-0.77,-0.51,0.43,-0.44,0.5,0.32,0.04,-0.04,0.1
Outcome long,,,0.16,-0.39,-0.88,-0.89,-0.3,-0.21,-0.16,0.98,0.37,-0.01,0.05
,,,,,,,,,,,,,
Overvaluation (FCF),59%,71%,120%,118%,96%,132%,113%,112%,89%,100%,107%,103%,115%
Overvaluation (Earnings),,,,225%,142%,131%,112%,107%,90%,103%,105%,99%,103%
FCF/PRICE,148.75,123.37,154.65,190.13,227.26,152.88,162.28,136.1,140.63,126.6,90.1,93.99,75.77
P/E,542,100.78,117.77,24.19,13.65,15.97,15.02,14.28,12.22,15.34,17.16,17.01,16.64
Market cap,15.91,15.56,13.7,11.47,9.14,11.96,12.15,12.85,11.28,13.59,14.2,12.7,13.28
ROIC,-1.34,-2.16,1.7,-2.61,-3.51,2.98,3.83,-34.38,27.64,-4.57,-11.73,4.26,6.02
Price,27.1,27.21,25.91,22.5,17.61,23.47,24.18,27.56,25.18,30.98,32.61,30.79,31.78
Outcome short,,0,-0.05,-0.13,-0.22,0.33,0.03,0.14,-0.09,0.23,0.05,-0.06,0.03
Outcome long,,,-0.04,-0.17,-0.32,0.04,0.37,0.17,0.04,0.12,0.3,-0.01,-0.03
,,,,,,,,,,,,,
Overvaluation (FCF),142%,103%,119%,106%,104%,81%,86%,76%,101%,96%,109%,125%,136%
Overvaluation (Earnings),92%,84%,98%,86%,61%,84%,85%,92%,120%,146%,180%,336%,227%
FCF/PRICE,129.71,168.55,135.13,198.98,108.83,108.19,107.41,113.7,129.72,105.15,110.19,71.21,62.71
P/E,16.54,17.08,13.14,9.66,6.73,11.62,10.53,17.47,14.17,35.9,-50.92,-22.79,25.14
Market cap,10.54,8.99,9.72,8.89,6.39,8.32,8.12,7.98,11,10.6,12.86,15.58,16.51
ROIC,-3,-0.98,-1.11,0.68,-0.35,-0.24,-1.65,6.93,0.29,0.34,-1.05,-0.42,-0.64
Price,20.35,17.59,19.84,18.35,14.47,18.82,19.79,19.57,26.22,25.13,30.04,35.56,37.71
Outcome short,,-0.14,0.13,-0.08,-0.21,0.3,0.05,-0.01,0.34,-0.04,0.2,0.18,0.06
Outcome long,,,-0.03,0.04,-0.27,0.03,0.37,0.04,0.32,0.28,0.15,0.42,0.26
,,,,,,,,,,,,,
Overvaluation (FCF),88%,87%,88%,72%,51%,73%,103%,92%,115%,130%,130%,103%,95%
Overvaluation (Earnings),81%,92%,94%,67%,41%,76%,107%,108%,143%,189%,198%,149%,122%
FCF/PRICE,239.48,250.75,225.01,280.45,519.59,343.28,294.35,337.48,309.11,220.46,206.13,252.54,281.27
P/E,17.16,19.82,10.68,10.38,6.9,18.99,16.7,13.73,48.66,20.28,23.11,18.06,17.22
Market cap,17.62,18.97,18.57,13.23,7.85,11.98,15.95,14.41,16,23.1,27.44,25.12,22.76
ROIC,5.69,-8.84,-28.3,3.31,2.69,-0.76,-1.02,1.84,1.99,19.59,-5.79,1.75,1.79
Price,41.35,46.19,50.93,37.04,21.94,33.61,45.42,42,47.2,68.56,83.65,78.01,71.11
Outcome short,,0.12,0.1,-0.27,-0.41,0.53,0.35,-0.08,0.12,0.45,0.22,-0.07,-0.09
Outcome long,,,0.23,-0.2,-0.57,-0.09,1.07,0.25,0.04,0.63,0.77,0.14,-0.15
,,,,,,,,,,,,,
Overvaluation (FCF),,487%,127%,110%,75%,89%,209%,146%,228%,158%,142%,89%,127%
Overvaluation (Earnings),177%,152%,114%,106%,57%,88%,144%,134%,109%,105%,102%,85%,160%
FCF/PRICE,326.48,334.64,323.2,306.57,573.65,338.52,235.11,315.24,332.05,300.59,304.57,387.04,263.96
P/E,16.93,14.3,11.86,13.51,7.89,39.85,22.57,12.24,10.57,15.79,15.57,19.42,91.25
Market cap,33.44,38.76,39.61,45.28,26.87,35.6,59.83,58.67,58.7,57.92,55.48,39.57,48.64
ROIC,-3.17,-4.14,-0.52,1.55,1.06,3.12,-7.14,0.68,0.36,5.32,-2.28,-2.39,-2.38
Price,48.76,57.77,61.33,72.56,44.67,56.99,93.66,90.6,89.61,90.81,91.53,67.96,95.81
Outcome short,,0.18,0.06,0.18,-0.38,0.28,0.64,-0.03,-0.01,0.01,0.01,-0.26,0.41
Outcome long,,,0.26,0.26,-0.27,-0.21,1.1,0.59,-0.04,0,0.02,-0.25,0.05
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,,,
Overvaluation (Earnings),132%,131%,122%,98%,82%,73%,91%,97%,110%,122%,121%,125%,130%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,11.02,16.15,8.77,8.07,15.12,6.68,6.83,15.51,10.11,9.48,13.64,13.56,16.93
Market cap,12.16,17.28,19.77,20.37,17.65,17.03,20.85,23.63,27.16,35.22,37.76,37.92,58.94
ROIC,0,0,0,0,0,0,0,0,0,0,0,0,0
Price,42.75,53.44,60.57,61.78,52.92,50.4,62.25,70.12,79.8,103.53,114.88,116.85,126.65
Outcome short,,0.25,0.13,0.02,-0.14,-0.05,0.24,0.13,0.14,0.3,0.11,0.02,0.08
Outcome long,,,0.42,0.16,-0.13,-0.18,0.18,0.39,0.28,0.48,0.44,0.13,0.1
,,,,,,,,,,,,,
Overvaluation (FCF),95%,137%,183%,101%,18%,64%,93%,78%,123%,149%,154%,136%,129%
Overvaluation (Earnings),,165%,191%,94%,18%,74%,197%,127%,146%,172%,163%,136%,106%
FCF/PRICE,72,57.99,58.88,112.68,433.53,120.05,95.55,176.13,149.36,99.08,85.51,144.42,155.28
P/E,37.27,20.65,24.59,12.98,-0.9,113.08,32.51,20.57,20.52,27.68,23.62,21.21,20.28
Market cap,2.38,4.35,7.55,4.34,0.89,4.37,6.63,4.99,6.57,8.73,11.4,11.56,9.92
ROIC,-7.22,-0.54,0.35,0.45,-0.61,-0.3,-10.58,1.52,0.91,1.71,4.83,0.97,0.68
Price,11.18,19.62,33.2,21.55,4.32,13.57,20.48,15.22,19.9,26.3,34.25,34.58,29.41
Outcome short,,0.75,0.69,-0.35,-0.8,2.14,0.51,-0.26,0.31,0.32,0.3,0.01,-0.15
Outcome long,,,1.97,0.1,-0.87,-0.37,3.74,0.12,-0.03,0.73,0.72,0.31,-0.14
,,,,,,,,,,,,,
Overvaluation (FCF),83%,72%,95%,90%,34%,65%,102%,144%,169%,238%,194%,145%,162%
Overvaluation (Earnings),223%,176%,124%,86%,25%,70%,123%,140%,146%,189%,114%,88%,103%
FCF/PRICE, -   ,223.64,141.1,161.64,586.19,337.83,211.31,145.06,103.57,66,72.88,75.54,50.85
P/E,-1.32,-2.68,14.5,15.75,-0.47,42.58,18.32,14.14,15.92,21.18,10.5,16.31,17.02
Market cap,22.89,18.58,23.96,18.31,5.57,9.48,12.96,17.67,23.97,37.99,28.06,21.82,24.7
ROIC,-0.39,-0.17,-0.25,-4.88,-0.34,-0.31,-17.15,29.49,25.57,25.29,-1.85,-2.04,3.77
Price,26.85,24.05,31.18,27.25,8.19,14.05,19.05,27.14,38.05,63.74,55.34,47.13,60.92
Outcome short,,-0.1,0.3,-0.13,-0.7,0.72,0.36,0.42,0.4,0.68,-0.13,-0.15,0.29
Outcome long,,,0.16,0.13,-0.74,-0.48,1.33,0.93,1,1.35,0.45,-0.26,0.1
,,,,,,,,,,,,,
Overvaluation (FCF),226%,410%,619%,1057%,887%,863%,679%,603%,890%,,,,
Overvaluation (Earnings),100%,162%,194%,,,,,454%,656%,818%,,277%,249%
FCF/PRICE,17.13,17.25,6.22,8.94,47.46,19.32,10.06,8.98,17.15,10.3,11.42,9.89,10.59
P/E,18.97,-13.06,-107.67,-47.82,-70.32,-83.06,-37.78,86.15,112.75,282.42,75.67,19.56,87.39
Market cap,3.73,5.76,6.53,11.75,5.08,11.43,12.75,12.74,21.15,24.53,26.27,28.85,30.57
ROIC,-0.19,-0.32,0.22,0.01,-0.01,-0.84,1.54,1.71,0.22,0.14,0.33,1.76,2.59
Price,16.64,26.91,32.3,41.6,17.58,39.04,43.83,44.8,72.16,73.43,78.7,86.45,84.77
Outcome short,,0.62,0.2,0.29,-0.58,1.22,0.12,0.02,0.61,0.02,0.07,0.1,-0.02
Outcome long,,,0.94,0.55,-0.46,-0.06,1.49,0.15,0.65,0.64,0.09,0.18,0.08
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,186%,218%,158%,196%,159%,134%
Overvaluation (Earnings),150%,133%,103%,91%,44%,71%,93%,80%,98%,111%,163%,173%,150%
FCF/PRICE,94.96,95.16,110.53,160.9,275.29,155.07,139.31,183.89,189.86,186.1,156.73,137.66,135.11
P/E,23.67,20.18,17.69,15.29,7.24,14.3,16.72,13.72,23.15,26.55,28.31,22.36,16.12
Market cap,44.81,46.29,40.92,37.36,16.49,25.21,32.63,25.8,30,28.02,34.31,39.01,39.63
ROIC,-0.29,-0.19,1.09,0.84,0.65,0.14,0.06,1.69,39.52,2.88,2.62,-1.86,-12.16
Price,53.01,54.49,48.99,45.12,21,32.03,41.31,33.2,38.66,36.11,44.16,50.53,52.55
Outcome short,,0.03,-0.1,-0.08,-0.53,0.53,0.29,-0.2,0.16,-0.07,0.22,0.14,0.04
Outcome long,,,-0.08,-0.17,-0.57,-0.29,0.97,0.04,-0.06,0.09,0.14,0.4,0.19
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,171%,149%,241%,255%,246%,207%
Overvaluation (Earnings),,,,,,,,149%,130%,248%,269%,265%,234%
FCF/PRICE,21.33,8.37,8.33,18.73,19.08,17.77,36.2,45.56,43.07,23.03,18.88,16.44,21.89
